card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active
TRUE,0,31,59050,0.002098081287,123.8917,FALSE,FALSE,1,12,1,2
TRUE,0,24,26000,0.005751730769,149.545,FALSE,TRUE,0,21,1,2
TRUE,0,25,18000,0.03799935,683.9883,TRUE,FALSE,0,98,1,2
TRUE,0,45,40300,0.003401282878,137.0717,FALSE,FALSE,0,72,1,2
TRUE,0,38,30000,0.01894144333,568.2433,TRUE,FALSE,0,46,1,2
TRUE,0,21,15600,0,0,FALSE,FALSE,0,12,1,2
TRUE,0,25,35000,0.004531477143,158.6017,FALSE,FALSE,0,34,0,2
TRUE,0,46,18000,0.002745370556,49.41667,FALSE,FALSE,1,168,1,2
TRUE,0,44,42000,0.003218671429,135.1842,TRUE,FALSE,2,150,0,2
TRUE,0,24,23040,0.03122855469,719.5059,FALSE,FALSE,0,76,1,2
TRUE,0,37,25000,0.006053468,151.3367,FALSE,FALSE,0,15,1,2
TRUE,0,21,30000,0.002578555667,77.35667,FALSE,FALSE,2,18,0,2
TRUE,0,25,24000,0.001716215417,41.18917,FALSE,FALSE,0,34,1,2
TRUE,0,33,45000,0.008698166667,391.4175,FALSE,FALSE,1,36,1,2
TRUE,0,26,23500,0.003535461277,83.08334,FALSE,FALSE,1,30,0,2
TRUE,0,40,25000,0.004238468,105.9617,FALSE,FALSE,1,24,1,2
TRUE,0,19,26000,0.01097134615,285.255,FALSE,FALSE,0,87,1,2
TRUE,0,32,13200,0.003229608333,42.63083,FALSE,FALSE,1,6,1,2
TRUE,1,28,20000,0.0043074165,86.14833,FALSE,FALSE,1,61,1,2
TRUE,0,26,23500,0.005389395745,126.6508,FALSE,FALSE,1,26,1,2
TRUE,0,45,35000,0.01134380857,397.0333,TRUE,FALSE,0,234,0,2
TRUE,0,23,25600,0.01252018359,320.5167,FALSE,FALSE,1,11,1,2
TRUE,0,41,38200,0.01209478534,462.0208,FALSE,FALSE,2,36,1,2
TRUE,0,27,30000,0.01339766667,401.93,FALSE,FALSE,1,24,1,2
TRUE,0,33,32480,0.001728730603,56.14917,FALSE,FALSE,2,144,0,2
TRUE,0,34,37000,0.01577779189,583.7783,TRUE,TRUE,2,5,1,2
TRUE,0,24,15100,0.01709713245,258.1667,TRUE,FALSE,0,30,1,2
TRUE,0,32,20000,0.006066835,121.3367,TRUE,FALSE,1,24,1,2
TRUE,0,42,47000,0.00153104617,71.95917,TRUE,TRUE,3,150,1,2
TRUE,0,40,70000,0.005382357143,376.765,FALSE,FALSE,3,6,1,2
TRUE,0,34,30000,0.001206833333,36.205,FALSE,FALSE,1,30,0,2
TRUE,0,40,46000,0.002202136957,101.2983,TRUE,FALSE,2,1,1,2
TRUE,0,22,18200,0.04515498901,821.8208,FALSE,FALSE,0,93,1,2
TRUE,0,25,21600,0.001682098611,36.33333,FALSE,FALSE,0,38,0,2
TRUE,0,26,22160,0.002547984206,56.46333,FALSE,FALSE,0,10,1,2
TRUE,0,32,20000,0.00780446,156.0892,TRUE,FALSE,2,8,0,2
TRUE,0,35,55000,0.001065606,58.60833,FALSE,FALSE,0,36,1,2
TRUE,0,26,20000,0.01414379,282.8758,FALSE,FALSE,0,2,1,2
TRUE,0,45,37000,0.01153601351,426.8325,FALSE,FALSE,0,24,1,2
TRUE,0,51,53000,0.003617013208,191.7017,FALSE,FALSE,1,108,1,2
TRUE,1,19,21900,0.02838630137,621.66,FALSE,FALSE,0,59,1,2
TRUE,0,32,36000,0.0001273148056,4.583333,FALSE,FALSE,0,25,1,2
TRUE,0,48,23000,0.018875,434.125,TRUE,FALSE,0,72,0,2
TRUE,0,46,68000,0.0005911642647,40.19917,TRUE,TRUE,0,48,1,2
TRUE,0,20,18500,0.02853738919,527.9417,TRUE,FALSE,0,96,1,2
TRUE,0,23,48000,0.00667680625,320.4867,FALSE,TRUE,0,42,1,2
TRUE,0,27,32000,0.009794790625,313.4333,FALSE,FALSE,0,24,1,2
TRUE,0,43,78000,0.0005517842308,43.03917,TRUE,FALSE,0,60,0,2
TRUE,0,42,39000,0.002680405128,104.5358,FALSE,FALSE,0,78,1,2
TRUE,0,33,18000,0.01085837778,195.4508,TRUE,FALSE,3,12,1,2
FALSE,2,34,24875,0,0,FALSE,FALSE,1,87,1,3
FALSE,4,46,21000,0,0,FALSE,FALSE,0,25,0,3
FALSE,3,41,46000,0,0,FALSE,FALSE,0,57,1,3
FALSE,2,36,29500,0,0,FALSE,FALSE,1,72,1,3
FALSE,0,20,29000,0,0,FALSE,FALSE,0,36,1,3
FALSE,1,34,33000,0,0,FALSE,FALSE,3,48,0,3
FALSE,2,28,26000,0,0,TRUE,FALSE,2,31,1,3
FALSE,2,24,18500,0,0,FALSE,FALSE,0,14,0,3
FALSE,2,42,37000,0,0,FALSE,FALSE,4,84,0,3
FALSE,0,25,39000,0,0,FALSE,FALSE,0,18,1,3
FALSE,2,34,49000,0,0,FALSE,FALSE,2,408,1,3
FALSE,1,24,20000,0,0,FALSE,FALSE,0,52,0,3
FALSE,2,35,22500,0,0,FALSE,FALSE,1,84,1,3
FALSE,0,25,25340,0,0,FALSE,FALSE,0,14,1,3
FALSE,2,33,23204,0,0,FALSE,FALSE,0,62,0,3
FALSE,0,22,15360,0,0,FALSE,FALSE,0,12,0,3
FALSE,0,19,15600,0,0,TRUE,FALSE,0,46,0,3
FALSE,0,31,20237,0,0,FALSE,FALSE,0,14,1,3
FALSE,1,26,23000,0,0,FALSE,FALSE,0,66,1,3
FALSE,0,39,23004,0,0,FALSE,TRUE,0,46,1,3
FALSE,0,41,44400,0,0,TRUE,FALSE,2,98,1,3
TRUE,1,53,99999,0.008322516225,832.2433,TRUE,FALSE,3,120,1,3
TRUE,0,19,35000,0.005012691429,175.4442,FALSE,FALSE,1,24,1,3
TRUE,0,32,26000,0.00655625,170.4625,FALSE,FALSE,1,76,0,3
TRUE,1,38,32700,0.01989105505,650.4375,FALSE,FALSE,2,7,1,3
TRUE,0,28,24500,0.003219353878,78.87417,TRUE,FALSE,0,26,1,3
TRUE,0,28,21600,0.001968364352,42.51667,FALSE,FALSE,0,50,0,3
TRUE,0,22,31532,0.003168738424,99.91666,FALSE,FALSE,0,14,0,3
TRUE,0,21,16000,0.0241109375,385.775,FALSE,FALSE,0,192,1,3
TRUE,0,45,38000,0.002607982368,99.10333,TRUE,FALSE,1,90,1,3
TRUE,0,25,28000,0.01649720357,461.9217,FALSE,FALSE,0,66,1,3
TRUE,0,34,30000,0.04508293333,1352.488,TRUE,FALSE,0,72,1,3
TRUE,0,20,15000,0.009970053333,149.5508,FALSE,FALSE,0,3,1,3
TRUE,0,23,28000,0.0002976190357,8.333333,TRUE,FALSE,0,12,1,3
TRUE,0,20,20000,0.00035416665,7.083333,TRUE,TRUE,0,18,0,3
TRUE,0,27,29000,0.003161637931,91.6875,FALSE,FALSE,0,9,0,3
TRUE,0,42,32350,0.002048351468,66.26417,TRUE,FALSE,2,36,1,3
TRUE,0,21,17500,0.002009618857,35.16833,TRUE,FALSE,0,131,1,3
TRUE,0,40,26000,0.0003205128077,8.333333,TRUE,FALSE,0,52,1,3
TRUE,0,49,17500,0.0008761428571,15.3325,TRUE,FALSE,1,38,1,3
TRUE,0,29,23700,0.006362447257,150.79,TRUE,FALSE,0,77,1,3
TRUE,0,40,25685,0.004347868406,111.675,FALSE,FALSE,0,54,1,3
TRUE,1,37,20000,0.005063125,101.2625,TRUE,FALSE,3,42,1,3
TRUE,0,27,27500,0.005590061818,153.7267,FALSE,FALSE,0,6,1,3
TRUE,0,39,15600,0.003850427564,60.06667,FALSE,FALSE,0,25,1,3
TRUE,0,22,35000,0.00377512,132.1292,FALSE,TRUE,0,8,1,3
TRUE,0,32,16000,0.02196020625,351.3633,FALSE,FALSE,0,6,1,3
TRUE,0,26,29000,0.0005496837931,15.94083,TRUE,TRUE,1,26,1,3
TRUE,0,27,25224,0.01961970742,494.8875,FALSE,FALSE,1,100,1,3
TRUE,0,28,25500,0.0199629098,509.0542,FALSE,FALSE,1,90,1,3
TRUE,1,41,25000,0.006367832,159.1958,FALSE,TRUE,2,131,0,3
TRUE,0,34,70000,0.00294831,206.3817,FALSE,TRUE,6,63,1,3
TRUE,0,49,27000,0.00739752963,199.7333,TRUE,FALSE,0,120,0,3
TRUE,0,23,31782,0.007758190171,246.5708,FALSE,FALSE,0,17,1,3
TRUE,0,31,31000,0.01087284839,337.0583,FALSE,FALSE,1,52,1,3
TRUE,0,35,45000,0.0008351851111,37.58333,TRUE,FALSE,3,144,1,3
TRUE,0,24,29000,0.003905144828,113.2492,TRUE,FALSE,0,60,1,3
TRUE,0,29,28000,0.008898778571,249.1658,FALSE,FALSE,0,50,1,3
TRUE,0,29,18000,0.006924027778,124.6325,FALSE,FALSE,0,51,1,3
TRUE,0,52,33280,0.00239438101,79.685,TRUE,FALSE,1,243,1,3
TRUE,0,26,22000,0.006622536364,145.6958,FALSE,FALSE,0,30,1,3
TRUE,0,30,36700,0.0001248864578,4.583333,TRUE,FALSE,0,57,1,3
TRUE,0,29,55000,0.005242969091,288.3633,FALSE,FALSE,2,18,1,3
TRUE,0,39,31000,0.01414086129,438.3667,TRUE,FALSE,2,18,1,3
TRUE,0,21,17500,0.01610324,281.8067,FALSE,FALSE,0,6,0,3
TRUE,0,23,30000,0.001382722333,41.48167,FALSE,FALSE,3,18,1,3
TRUE,0,22,16500,0.004154292727,68.54583,FALSE,FALSE,0,36,1,3
TRUE,0,28,42200,0.007132563981,300.9942,TRUE,FALSE,1,22,1,3
TRUE,0,33,31800,0.02548401572,810.3917,FALSE,FALSE,4,18,0,3
TRUE,0,38,40188,0.01374394595,552.3417,FALSE,FALSE,3,102,0,3
TRUE,1,23,18769,0.02946916192,553.1067,FALSE,FALSE,0,12,1,3
TRUE,0,22,16000,0.01253666875,200.5867,TRUE,FALSE,0,27,1,3
TRUE,0,25,28000,0.004792885714,134.2008,FALSE,FALSE,0,6,0,3
TRUE,0,36,25200,0.005644543651,142.2425,FALSE,FALSE,2,53,0,3
TRUE,0,51,25000,0.0015964668,39.91167,TRUE,FALSE,0,138,0,3
TRUE,0,25,35200,0.001737689489,61.16667,FALSE,FALSE,0,15,1,3
TRUE,0,33,31500,0.004767514286,150.1767,FALSE,TRUE,0,128,0,3
TRUE,0,19,30000,0,0,FALSE,FALSE,0,49,1,3
TRUE,0,37,20000,0.0022231665,44.46333,FALSE,FALSE,1,38,0,3
TRUE,0,21,31200,0.002827991346,88.23333,FALSE,FALSE,0,56,1,3
TRUE,0,22,22000,0.006377236364,140.2992,FALSE,FALSE,0,9,1,3
TRUE,0,21,25000,0.0005361,13.4025,FALSE,FALSE,0,32,1,3
TRUE,0,27,26520,0.006066176471,160.875,TRUE,FALSE,3,24,1,3
TRUE,0,28,27500,0.03185048727,875.8884,TRUE,FALSE,1,3,1,3
TRUE,0,48,30000,0.008047443333,241.4233,TRUE,FALSE,2,120,0,3
TRUE,0,57,16500,0.0007424242424,12.25,FALSE,FALSE,0,24,1,3
TRUE,0,23,23000,0.01155007391,265.6517,FALSE,FALSE,0,6,1,3
TRUE,0,38,23000,0.005626813043,129.4167,TRUE,FALSE,0,3,1,3
TRUE,1,48,27000,0,0,FALSE,TRUE,0,120,1,3
TRUE,0,25,28542,0.01135265574,324.0275,FALSE,TRUE,1,42,1,3
TRUE,1,32,25000,0.013109468,327.7367,FALSE,FALSE,0,147,1,3
FALSE,1,24,19000,0,0,FALSE,FALSE,1,14,0,4
FALSE,2,39,40248,0,0,FALSE,FALSE,1,84,1,4
